index,state,county,no_01,no_02,no_03,no_other,yes_01,yes_02,yes_03,yes_other,evac
2983,MS,hancock county,6,,,,,,,,"no, did not evacuate"
2984,LA,st. tammany parish,2,,,,,,,,"no, did not evacuate"
2985,MS,harrison county,6,"other, specify:____",,EXPERIENCE IN OTHER STORMS,,,,,"no, did not evacuate"
2986,MS,hancock county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
2987,LA,orleans parish,21,,,,,,,,"no, did not evacuate"
2988,LA,st. tammany parish,,,,,advice from friend or relative,,,,"yes, evacuated"
2989,AL,mobile county,,,,,advice from the media,advice from friend or relative,,,"yes, evacuated"
2990,LA,jefferson parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2991,LA,st. tammany parish,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
2992,LA,st. tammany parish,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
2993,LA,orleans parish,,,,,advice from the media,,,,"yes, evacuated"
2994,MS,jackson county,29,,,DONT EVER LEAVE,,,,,"no, did not evacuate"
2995,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2996,MS,hancock county,,,,,"other, specify",,,HAD A TRIP ALRADY PLANNED,"yes, evacuated"
2997,MS,hancock county,5,house is well built (strong enough to be safe in storm),home is elevated above the level of storm surge,,,,,,"no, did not evacuate"
2998,MS,jackson county,,,,,concerned flooding would cut off roads ,"other, specify",,LIVE NEAR THE COAST,"yes, evacuated"
2999,LA,st. tammany parish,,,,,advice from national weather service,,,,"yes, evacuated"
3000,AL,mobile county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
3001,MS,jackson county,7,probabilities indicated low chance of a hit,,,,,,,"no, did not evacuate"
3002,LA,jefferson parish,,,,,"other, specify",,,MY INLAWAS WANTED TO LEAVE,"yes, evacuated"
3003,AL,mobile county,11,,,,,,,,"no, did not evacuate"
3004,MS,jackson county,,,,,probability (odds) were high that the storm could hit,"other, specify",,WANTED TO VISIT SISTER,"yes, evacuated"
3005,MS,harrison county,,,,,information about the severity of the storm,concerned that storm might hit,forecast indicated storm could hit,,"yes, evacuated"
3006,MS,jackson county,,,,,experience in other storms,loss of utilities--family member with special needs,,,"yes, evacuated"
3007,LA,jefferson parish,21,,,,,,,,"no, did not evacuate"
3008,MS,hancock county,,,,,advice from the media,information about the severity of the storm,,,"yes, evacuated"
3009,MS,jackson county,6,,,,,,,,"no, did not evacuate"
3010,AL,mobile county,,,,,concerned storm would cause home to flood,information about the severity of the storm,,,"yes, evacuated"
3011,LA,jefferson parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
3012,LA,st. tammany parish,,,,,"other, specify",,,HAD NOTHING BUT HIS HOME,"yes, evacuated"
3013,LA,jefferson parish,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
3014,MS,jackson county,,,,,advice from national weather service,,,,"yes, evacuated"
3015,MS,harrison county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
3016,MS,hancock county,,,,,concerned that storm might hit,,,,"yes, evacuated"
3017,AL,baldwin county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3018,LA,orleans parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
3019,MS,hancock county,4,,,,,,,,"no, did not evacuate"
3020,LA,jefferson parish,,,,,advice or order by public safety officials,,,,"yes, evacuated"
3021,AL,mobile county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
3022,MS,harrison county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
3023,LA,orleans parish,,,,,"other, specify",,,I HAVE KIDS.,"yes, evacuated"
3024,MS,hancock county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3025,MS,jackson county,,,,,advice from the media,,,,"yes, evacuated"
3026,LA,jefferson parish,,,,,probability (odds) were high that the storm could hit,,,,"yes, evacuated"
3027,AL,baldwin county,21,,,,,,,,"no, did not evacuate"
3028,AL,mobile county,5,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
3029,AL,baldwin county,14,,,,,,,,"no, did not evacuate"
3030,LA,jefferson parish,23,,,,,,,,"no, did not evacuate"
3031,AL,mobile county,5,,,,,,,,"no, did not evacuate"
3032,MS,hancock county,,,,,concerned that storm might hit,concerned storm would cause home to flood,,,"yes, evacuated"
3033,AL,baldwin county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3034,MS,jackson county,,,,,"other, specify",,,I HAD A 92 YEAR OLD ALZHEIRMERS PATIENT WHO HAD TO LEAVE WHERE SHE WAS LEAV,"yes, evacuated"
3035,MS,harrison county,29,,,EXPERIENCE OF WHERE I AM AND THE STURDINESS OF MY HOUSE,,,,,"no, did not evacuate"
3036,LA,jefferson parish,27,,,,,,,,"no, did not evacuate"
3037,AL,mobile county,15,,,,,,,,"no, did not evacuate"
3038,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
3039,MS,hancock county,,,,,experience in other storms,,,,"yes, evacuated"
3040,MS,jackson county,6,,,,,,,,"no, did not evacuate"
3041,MS,harrison county,29,,,I LIVE 19 MILES FROM THE GULF COAST SOI DIDN'T FEEL THREATEN,,,,,"no, did not evacuate"
3042,MS,hancock county,9,,,,,,,,"no, did not evacuate"
3043,AL,baldwin county,,,,,experience in other storms,,,,"yes, evacuated"
3044,LA,jefferson parish,6,,,,,,,,"no, did not evacuate"
3045,AL,mobile county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3046,LA,orleans parish,,,,,advice from the media,,,,"yes, evacuated"
3047,MS,jackson county,29,,,WASNT THREATENED BY IT,,,,,"no, did not evacuate"
3048,MS,hancock county,12,other information indicated storm wouldn't hit,,,,,,,"no, did not evacuate"
3049,AL,baldwin county,,,,,advice from the media,,,,"yes, evacuated"
3050,LA,orleans parish,27,had no place to go,,,,,,,"no, did not evacuate"
3051,MS,hancock county,,,,,"other, specify",,,LIVE NEAR THE WATER,"yes, evacuated"
3052,LA,jefferson parish,,,,,advice from friend or relative,,,,"yes, evacuated"
3053,AL,baldwin county,19,,,,,,,,"no, did not evacuate"
3054,MS,hancock county,,,,,"other, specify",,,WORRIED ABOUT TREES FALLING ON HOUSE,"yes, evacuated"
3055,AL,baldwin county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3056,AL,mobile county,,,,,"other, specify",,,WORK,"yes, evacuated"
3057,MS,harrison county,29,,,I JUST DIDN'T WANT TO,,,,,"no, did not evacuate"
3058,LA,jefferson parish,21,,,,,,,,"no, did not evacuate"
3059,LA,orleans parish,,,,,advice or order by elected officials,concerned that storm might hit,,,"yes, evacuated"
3060,MS,hancock county,,,,,concerned that storm might hit,,,,"yes, evacuated"
3061,AL,baldwin county,,,,,advice or order by elected officials,,,,"yes, evacuated"
3062,MS,jackson county,7,,,,,,,,"no, did not evacuate"
3063,AL,mobile county,,,,,advice or order by elected officials,,,,"yes, evacuated"
3064,MS,hancock county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
3065,LA,orleans parish,,,,,information about the severity of the storm,concerned storm would cause home to flood,,,"yes, evacuated"
3066,AL,baldwin county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3067,MS,jackson county,21,,,,,,,,"no, did not evacuate"
3068,MS,hancock county,,,,,forecast indicated storm could hit,,,,"yes, evacuated"
3069,MS,jackson county,16,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
3070,LA,jefferson parish,21,no place to take pets/shelter would not accept pets,,,,,,,"no, did not evacuate"
3071,LA,orleans parish,12,,,,,,,,"no, did not evacuate"
3072,AL,baldwin county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3073,LA,jefferson parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
3074,MS,harrison county,6,,,,,,,,"no, did not evacuate"
3075,MS,hancock county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
3076,LA,orleans parish,,,,,"other, specify",,,ACCOMODATE WIFE,"yes, evacuated"
3077,LA,orleans parish,14,,,,,,,,"no, did not evacuate"
3078,MS,jackson county,,,,,probability (odds) were high that the storm could hit,,,,"yes, evacuated"
3079,LA,jefferson parish,12,other information indicated storm wouldn't hit,,,,,,,"no, did not evacuate"
3080,MS,hancock county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
3081,MS,harrison county,29,,,I HAD TO WORK,,,,,"no, did not evacuate"
3082,LA,st. tammany parish,,,,,advice from the media,,,,"yes, evacuated"
3083,MS,jackson county,,,,,forecast indicated storm could hit,,,,"yes, evacuated"
3084,MS,hancock county,,,,,information about the severity of the storm,concerned storm would cause home to flood,concerned flooding would cut off roads ,,"yes, evacuated"
3085,AL,baldwin county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3086,MS,harrison county,,,,,forecast indicated storm could hit,,,,"yes, evacuated"
3087,MS,hancock county,6,,,,,,,,"no, did not evacuate"
3088,MS,harrison county,,,,,"other, specify",,,HAVE 2 CHILDREN,"yes, evacuated"
3089,LA,jefferson parish,6,,,,,,,,"no, did not evacuate"
3090,LA,orleans parish,6,,,,,,,,"no, did not evacuate"
3091,MS,jackson county,12,,,,,,,,"no, did not evacuate"
3092,LA,jefferson parish,18,,,,,,,,"no, did not evacuate"
3093,MS,hancock county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3094,MS,jackson county,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
3095,MS,harrison county,5,forecast said storm would hit a different location,,,,,,,"no, did not evacuate"
3096,LA,orleans parish,,,,,advice from friend or relative,,,,"yes, evacuated"
3097,MS,hancock county,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
3098,LA,jefferson parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
3099,MS,hancock county,,,,,concerned storm would cause home to flood,advice or order by elected officials,forecast indicated storm would hit,,"yes, evacuated"
3100,MS,jackson county,29,,,JUST WOULD'T LEAVE,,,,,"no, did not evacuate"
3101,LA,jefferson parish,,,,,advice or order by public safety officials,,,,"yes, evacuated"
3102,MS,hancock county,18,,,,,,,,"no, did not evacuate"
3103,LA,st. tammany parish,29,,,FELT SAFE BY INSTINCT,,,,,"no, did not evacuate"
3104,LA,orleans parish,20,,,,,,,,"no, did not evacuate"
3105,MS,harrison county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
3106,LA,jefferson parish,,,,,"other, specify",,,I HAVE KIDS.,"yes, evacuated"
3107,AL,baldwin county,,,,,experience in other storms,,,,"yes, evacuated"
3108,MS,jackson county,,,,,"other, specify",,,BECAUSE OF FAMILY,"yes, evacuated"
3109,LA,orleans parish,,,,,experience in other storms,,,,"yes, evacuated"
3110,MS,hancock county,30,,,,,,,,"no, did not evacuate"
3111,LA,jefferson parish,,,,,"other, specify",,,DIDN'T WANT TO BE HOME FOR IT,"yes, evacuated"
3112,LA,st. tammany parish,29,,,MY HUSBAND JUST DIED AND DIDN'T WANT TO.,,,,,"no, did not evacuate"
3113,MS,jackson county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3114,MS,hancock county,1,house is well built (strong enough to be safe in storm),traffic too bad,,,,,,"no, did not evacuate"
3115,MS,hancock county,29,,,WORK FOR NEWSPAPER COULD NOT LEAVE,,,,,"no, did not evacuate"
3116,MS,harrison county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3117,MS,jackson county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3118,MS,harrison county,6,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
3119,MS,hancock county,6,left unnecessarily in past storms,,,,,,,"no, did not evacuate"
3120,LA,jefferson parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
3121,LA,orleans parish,6,,,,,,,,"no, did not evacuate"
3122,MS,hancock county,18,,,,,,,,"no, did not evacuate"
3123,LA,orleans parish,,,,,experience in other storms,,,,"yes, evacuated"
3124,LA,orleans parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
3125,MS,jackson county,4,,,,,,,,"no, did not evacuate"
3126,LA,st. tammany parish,,,,,advice from the media,,,,"yes, evacuated"
3127,LA,orleans parish,,,,,"other, specify",,,THE GOVERNMENT SAID TO LEAVE,"yes, evacuated"
3128,MS,hancock county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3129,LA,jefferson parish,5,,,,,,,,"no, did not evacuate"
3130,LA,jefferson parish,,,,,"other, specify",,,KIDS,"yes, evacuated"
3131,MS,jackson county,6,,,,,,,,"no, did not evacuate"
3132,MS,harrison county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
3133,MS,hancock county,6,,,,,,,,"no, did not evacuate"
3134,MS,hancock county,29,,,BECAUSE OF EXPERIENCE IN PREVIOUS HURRICANES,,,,,"no, did not evacuate"
3135,MS,harrison county,6,,,,,,,,"no, did not evacuate"
3136,MS,jackson county,7,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
3137,LA,orleans parish,,,,,"other, specify",,,OTHER HOME IS SAFER LOCATION,"yes, evacuated"
3138,LA,jefferson parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
3139,LA,st. tammany parish,,,,,concerned that storm might hit,concerned storm would cause home to flood,,,"yes, evacuated"
3140,MS,jackson county,4,,,,,,,,"no, did not evacuate"
3141,LA,orleans parish,27,,,,,,,,"no, did not evacuate"
3142,MS,harrison county,,,,,information about the severity of the storm,,,,"yes, evacuated"
3143,LA,jefferson parish,19,,,,,,,,"no, did not evacuate"
3144,MS,hancock county,,,,,advice or order by elected officials,concerned that storm might hit,,,"yes, evacuated"
3145,LA,orleans parish,30,,,,,,,,"no, did not evacuate"
3146,MS,harrison county,,,,,concerned that storm might hit,,,,"yes, evacuated"
3147,LA,orleans parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
3148,MS,harrison county,6,left unnecessarily in past storms,,,,,,,"no, did not evacuate"
3149,LA,jefferson parish,,,,,advice or order by public safety officials,,,,"yes, evacuated"
3150,MS,jackson county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
3151,MS,harrison county,4,,,,,,,,"no, did not evacuate"
3152,MS,jackson county,18,,,,,,,,"no, did not evacuate"
3153,MS,harrison county,6,,,,,,,,"no, did not evacuate"
3154,MS,jackson county,30,,,,,,,,"no, did not evacuate"
3155,MS,jackson county,,,,,"other, specify",,,IM AN ELDERLY LADY AND I LIVE NEAR THE WATER,"yes, evacuated"
3156,MS,harrison county,28,had no transportation,,,,,,,"no, did not evacuate"
3157,MS,jackson county,5,,,,,,,,"no, did not evacuate"
3158,MS,jackson county,4,,,,,,,,"no, did not evacuate"
3159,MS,jackson county,,,,,"other, specify",,,WE ALWAYS LEAVE WHEN HURRICANES COME,"yes, evacuated"
3160,MS,harrison county,,,,,"other, specify",,,WIFE WANTED TO GO,"yes, evacuated"
3161,MS,harrison county,,,,,advice from friend or relative,,,,"yes, evacuated"
3162,MS,harrison county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
3163,MS,harrison county,,,,,"other, specify",,,NOT STAYING ON COAST WITH HURRICANE,"yes, evacuated"
3164,MS,jackson county,6,,,,,,,,"no, did not evacuate"
3165,MS,jackson county,,,,,"other, specify",,,LIVES ON COAST,"yes, evacuated"
3166,MS,jackson county,1,,,,,,,,"no, did not evacuate"
3167,MS,harrison county,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
3168,MS,harrison county,,,,,advice or order by elected officials,advice or order by public safety officials,advice from national weather service,,"yes, evacuated"
3169,MS,jackson county,,,,,experience in other storms,concerned about possible tornados,,,"yes, evacuated"
3170,MS,harrison county,,,,,advice from friend or relative,,,,"yes, evacuated"
3171,MS,jackson county,17,,,,,,,,"no, did not evacuate"
3172,MS,jackson county,6,,,,,,,,"no, did not evacuate"
3173,MS,harrison county,6,,,,,,,,"no, did not evacuate"
3174,MS,harrison county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
3175,MS,jackson county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
3176,MS,harrison county,6,probabilities indicated low chance of a hit,,,,,,,"no, did not evacuate"
3177,MS,jackson county,,,,,information about the severity of the storm,concerned storm would cause home to flood,,,"yes, evacuated"
3178,MS,harrison county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3179,MS,harrison county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
3180,MS,harrison county,21,,,,,,,,"no, did not evacuate"
3181,MS,harrison county,6,home is elevated above the level of storm surge,unable to re-enter area after evacuating in past storms,,,,,,"no, did not evacuate"
3182,MS,jackson county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
